College Name,Course,Caste,Gender,Rank Range,Cutoff Marks
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,27388-27389,27389
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,98701-98702,98702
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,COMPUTER SCIENCE AND ENGINEERING (IOT),BCC,Female,59869-59870,59870
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,120710-120711,120711
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,103492-103493,103493
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,INFORMATION TECHNOLOGY,BCC,Female,119163-119164,119164
MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,MECHANICAL ENGINEERING,BCC,Female,64178-64179,64179
MALLAREDDY INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCC,Female,64806-64807,64807
MALLAREDDY INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BCC,Female,111510-111511,111511
MALLAREDDY INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,50719-50720,50720
MALLAREDDY INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,87553-87554,87554
MALLAREDDY INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),INFORMATION TECHNOLOGY,BCC,Female,67692-67693,67693
MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,80680-80681,80681
MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,71555-71556,71556
MALLAREDDY INST OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BCC,Female,55663-55664,55664
MALLAREDDY INST OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCC,Female,121463-121464,121464
MALLAREDDY INST OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,68597-68598,68598
MALLAREDDY INST OF TECHNOLOGY AND SCI,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,71827-71828,71828
MALLAREDDY INST OF TECHNOLOGY AND SCI,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,78869-78870,78870
MALLAREDDY INST OF TECHNOLOGY AND SCI,INFORMATION TECHNOLOGY,BCC,Female,114808-114809,114809
ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,BCC,Female,41423-41424,41424
ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,BCC,Female,42614-42615,42615
ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),CIVIL ENGINEERING,BCC,Female,91041-91042,91042
ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BCC,Female,90812-90813,90813
ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE & DESIGN,BCC,Female,49847-49848,49848
ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,57573-57574,57574
ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,63918-63919,63919
ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,71561-71562,71562
ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),INFORMATION TECHNOLOGY,BCC,Female,93362-93363,93363
ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),MECHANICAL ENGINEERING,BCC,Female,48926-48927,48927
MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,65050-65051,65051
MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,BCC,Female,65263-65264,65264
MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,99664-99665,99665
MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,73170-73171,73171
MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,89982-89983,89983
MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,MECHANICAL ENGINEERING,BCC,Female,25530-25531,25531
M V S R ENGINEERING COLLEGE (AUTONOMOUS),AUTOMOBILE ENGINEERING,BCC,Female,120046-120047,120047
M V S R ENGINEERING COLLEGE (AUTONOMOUS),CIVIL ENGINEERING,BCC,Female,75787-75788,75788
M V S R ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BCC,Female,37897-37898,37898
M V S R ENGINEERING COLLEGE (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,26667-26668,26668
M V S R ENGINEERING COLLEGE (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,69868-69869,69869
M V S R ENGINEERING COLLEGE (AUTONOMOUS),INFORMATION TECHNOLOGY,BCC,Female,57574-57575,57575
M V S R ENGINEERING COLLEGE (AUTONOMOUS),MECHANICAL ENGINEERING,BCC,Female,42268-42269,42269
NALANDA COLLEGE OF PHARMACY,B. PHARMACY (M.P.C. STREAM),BCC,Female,114699-114700,114700
NOBLE COLLEGE OF ENGG TECHNOLOGY FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,121283-121284,121284
NEIL GOGTE INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,64141-64142,64142
NEIL GOGTE INST OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,79840-79841,79841
NIGAMA ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,118136-118137,118137
NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,CIVIL ENGINEERING,BCC,Female,84347-84348,84348
NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,121221-121222,121222
NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),CIVIL ENGINEERING,BCC,Female,113297-113298,113298
NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCC,Female,53387-53388,53388
NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BCC,Female,65214-65215,65215
NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,93864-93865,93865
NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,99162-99163,99163
NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,110000-110001,110001
NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),INFORMATION TECHNOLOGY,BCC,Female,112193-112194,112194
NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),MECHANICAL ENGINEERING,BCC,Female,115186-115187,115187
NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS (AUTONOMOUS),B. PHARMACY (M.P.C. STREAM),BCC,Female,120503-120504,120504
NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),CIVIL ENGINEERING,BCC,Female,118467-118468,118468
NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BCC,Female,64475-64476,64476
NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCC,Female,67708-67709,67709
NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BCC,Female,59958-59959,59959
NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,49342-49343,49343
NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,88398-88399,88399
NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,119602-119603,119603
NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),MECHANICAL ENGINEERING,BCC,Female,98281-98282,98282
NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,BCC,Female,74125-74126,74126
NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),CIVIL ENGINEERING,BCC,Female,71652-71653,71653
NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BCC,Female,108485-108486,108486
NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,100118-100119,100119
NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,52305-52306,52306
NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,93190-93191,93191
NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MECHANICAL ENGINEERING,BCC,Female,91836-91837,91837
OMEGA COLLEGE OF PHARMACY,B. PHARMACY (M.P.C. STREAM),BCC,Female,69232-69233,69233
O U COLLEGE OF ENGG HYDERABAD,BIO-MEDICAL ENGINEERING,BCC,Female,20793-20794,20794
O U COLLEGE OF ENGG HYDERABAD,CIVIL ENGINEERING,BCC,Female,10907-10908,10908
O U COLLEGE OF ENGG HYDERABAD,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,3379-3380,3380
O U COLLEGE OF ENGG HYDERABAD,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,2956-2957,2957
O U COLLEGE OF ENGG HYDERABAD,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,7409-7410,7410
O U COLLEGE OF ENGG HYDERABAD,MECHANICAL ENGINEERING,BCC,Female,9589-9590,9590
O U COLLEGE OF ENGG HYDERABAD - SELF FINANCE,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,BCC,Female,4514-4515,4515
O U COLLEGE OF ENGG HYDERABAD - SELF FINANCE,MINING ENGINEERING,BCC,Female,118550-118551,118551
O U COLLEGE OF TECH HYDERABAD,CHEMICAL ENGINEERING,BCC,Female,16742-16743,16743
O U COLLEGE OF TECH HYDERABAD,FOOD TECHNOLOGY,BCC,Female,107238-107239,107239
O U COLLEGE OF TECH HYDERABAD,TEXTILE TECHNOLOGY,BCC,Female,120363-120364,120364
O U COLLEGE OF TECH HYDERABAD - SELF FINANCE,FOOD TECHNOLOGY,BCC,Female,110817-110818,110818
O U COLLEGE OF TECH HYDERABAD - SELF FINANCE,TEXTILE TECHNOLOGY,BCC,Female,116991-116992,116992
PALLAVI ENGINEERING COLLEGE,CIVIL ENGINEERING,BCC,Female,71479-71480,71480
PALLAVI ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BCC,Female,77214-77215,77215
PALLAVI ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCC,Female,74812-74813,74813
PALLAVI ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,47477-47478,47478
PALLAVI ENGINEERING COLLEGE,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,101163-101164,101164
PALLAVI ENGINEERING COLLEGE,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,119265-119266,119266
PRINCETON INST OF ENGG TECH FOR WOMEN,CIVIL ENGINEERING,BCC,Female,67597-67598,67598
PRINCETON INST OF ENGG TECH FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BCC,Female,111034-111035,111035
PRINCETON INST OF ENGG TECH FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCC,Female,72017-72018,72018
PRINCETON INST OF ENGG TECH FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,69638-69639,69639
PRINCETON INST OF ENGG TECH FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,59953-59954,59954
PRINCETON INST OF ENGG TECH FOR WOMEN,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,63272-63273,63273
PALAMUR UNIVERSITY,B. PHARMACY (M.P.C. STREAM),BCC,Female,110407-110408,110408
PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,BCC,Female,91304-91305,91305
PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,94332-94333,94333
PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,97473-97474,97474
PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,90175-90176,90176
RISHI MS INST OF ENGG AND TECH FOR WOMEN,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,109480-109481,109481
RISHI MS INST OF ENGG AND TECH FOR WOMEN,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,106570-106571,106571
RISHI MS INST OF ENGG AND TECH FOR WOMEN,INFORMATION TECHNOLOGY,BCC,Female,53450-53451,53451
SAI SPURTI INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,53142-53143,53143
SAI SPURTI INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,65716-65717,65717
SAI SPURTI INSTITUTE OF TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,93924-93925,93925
SAI SPURTI INSTITUTE OF TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,119585-119586,119586
SAI SPURTI INSTITUTE OF TECHNOLOGY,MECHANICAL ENGINEERING,BCC,Female,39436-39437,39437
SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,CIVIL ENGINEERING,BCC,Female,82821-82822,82822
SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,101047-101048,101048
SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,95242-95243,95243
SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,61750-61751,61751
SURABHI DAYAKAR RAO COLLEGE OF PHARMACY,B. PHARMACY (M.P.C. STREAM),BCC,Female,118156-118157,118157
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,CIVIL ENGINEERING,BCC,Female,120027-120028,120028
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,COMPUTER SCIENCE AND BUSINESS SYSTEM,BCC,Female,115495-115496,115496
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,67084-67085,67085
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,BCC,Female,53285-53286,53286
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,51825-51826,51826
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,112183-112184,112184
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,71333-71334,71334
SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,MECHANICAL ENGINEERING,BCC,Female,63940-63941,63941
SRIDEVI WOMENS ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,103842-103843,103843
SRIDEVI WOMENS ENGINEERING COLLEGE,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,92577-92578,92578
SRIDEVI WOMENS ENGINEERING COLLEGE,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,53393-53394,53394
SRIDEVI WOMENS ENGINEERING COLLEGE,INFORMATION TECHNOLOGY,BCC,Female,74298-74299,74299
SREE DATTHA GRP OF INSTNS,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BCC,Female,95657-95658,95658
SREE DATTHA GRP OF INSTNS,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCC,Female,115675-115676,115676
SREE DATTHA GRP OF INSTNS,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,70773-70774,70774
SREE DATTHA GRP OF INSTNS,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,34526-34527,34527
SREE DATTHA GRP OF INSTNS,MECHANICAL ENGINEERING,BCC,Female,105206-105207,105207
SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,CIVIL ENGINEERING,BCC,Female,77706-77707,77707
SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCC,Female,90488-90489,90489
SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,94750-94751,94751
SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,120986-120987,120987
SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,120083-120084,120084
SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,88332-88333,88333
SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,MECHANICAL ENGINEERING,BCC,Female,108919-108920,108920
SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,CIVIL ENGINEERING,BCC,Female,120408-120409,120409
SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BCC,Female,120998-120999,120999
SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCC,Female,91584-91585,91585
SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,85266-85267,85267
SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,97323-97324,97324
SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,COMPUTER SCIENCE AND ENGINEERING (IOT),BCC,Female,119381-119382,119382
SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,COMPUTER ENGINEERING(SOFTWARE ENGINEERING),BCC,Female,83581-83582,83582
SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,116390-116391,116391
STMARYS COLLEGE OF PHARMACY,B. PHARMACY (M.P.C. STREAM),BCC,Female,111987-111988,111988
SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,CIVIL ENGINEERING,BCC,Female,96884-96885,96885
SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCC,Female,119212-119213,119213
SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,100695-100696,100696
SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,71192-71193,71193
SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,103780-103781,103781
SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,72953-72954,72954
SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,CIVIL ENGINEERING,BCC,Female,32303-32304,32304
SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BCC,Female,12285-12286,12286
SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCC,Female,91007-91008,91008
SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,21321-21322,21322
SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,10734-10735,10735
SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING (IOT),BCC,Female,18868-18869,18869
SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,53089-53090,53090
SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,ELECTRONICS AND COMPUTER ENGINEERING,BCC,Female,61060-61061,61061
SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,100272-100273,100273
SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,INFORMATION TECHNOLOGY,BCC,Female,18733-18734,18734
SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,MECHANICAL ENGINEERING,BCC,Female,88817-88818,88818
SCIENT INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE AND ENGINEERING,BCC,Female,86989-86990,86990
SCIENT INSTITUTE OF TECHNOLOGY,ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,77337-77338,77338
SCIENT INSTITUTE OF TECHNOLOGY,ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,70501-70502,70502
S N VANITHA PHARMACY MAHA VIDYALAYA,PHARM - D (M.P.C. STREAM),BCC,Female,46309-46310,46310
S N VANITHA PHARMACY MAHA VIDYALAYA,B. PHARMACY (M.P.C. STREAM),BCC,Female,48524-48525,48525
ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,BCC,Female,90463-90464,90464
ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),CIVIL ENGINEERING,BCC,Female,119182-119183,119183
ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING,BCC,Female,52274-52275,52275
ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE & DESIGN,BCC,Female,103719-103720,103720
ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,73294-73295,73295
ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,78562-78563,78563
ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,115227-115228,115228
ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),INFORMATION TECHNOLOGY,BCC,Female,91953-91954,91954
SPHOORTHY ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),BCC,Female,109073-109074,109074
SPHOORTHY ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),BCC,Female,69646-69647,69647
SPHOORTHY ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),BCC,Female,85064-85065,85065
SPHOORTHY ENGINEERING COLLEGE,COMPUTER SCIENCE AND ENGINEERING (IOT),BCC,Female,97975-97976,97976
STPAULS COLLEGE OF PHARMACY,B. PHARMACY (M.P.C. STREAM),BCC,Female,64485-64486,64486
S R R COLLEGE OF PHARMACEUTICAL SCIS,PHARM - D (M.P.C. STREAM),BCC,Female,71415-71416,71416
S R R COLLEGE OF PHARMACEUTICAL SCIS,B. PHARMACY (M.P.C. STREAM),BCC,Female,42305-42306,42306
SREE COLLEGE OF PHARMACY,B. PHARMACY (M.P.C. STREAM),BCC,Female,115346-115347,115347
SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),CIVIL ENGINEERING,BCC,Female,121106-121107,121107
SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),COMPUTER SCIENCE AND ENGINEERING,BCC,Female,82674-82675,82675
SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),ELECTRONICS AND COMMUNICATION ENGINEERING,BCC,Female,46317-46318,46318
SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),ELECTRICAL AND ELECTRONICS ENGINEERING,BCC,Female,55679-55680,55680
SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),MECHANICAL ENGINEERING,BCC,Female,116857-116858,116858
